,School,sat_scores.25th_percentile.critical_reading,sat_scores.midpoint.critical_reading,sat_scores.75th_percentile.critical_reading,sat_scores.25th_percentile.math,sat_scores.midpoint.math,sat_scores.75th_percentile.math
556,Georgia Institute of Cosmetology,,,,,,
557,Xenon International Academy-Omaha,,,,,,
558,Gene Juarez Academy,,,,,,
559,Empire Beauty School-Green Bay,,,,,,
560,Warren County Career Center,,,,,,
561,East San Gabriel Valley Regional Occupational Program,,,,,,
562,California State University-Monterey Bay,480.0,535.0,590.0,480.0,525.0,570.0
563,Shawsheen Valley School of Practical Nursing,,,,,,
564,Toni & Guy Hairdressing Academy-Atlanta,,,,,,
565,Mitchells Academy,,,,,,
566,Pacific College of Oriental Medicine-New York,,,,,,
567,Trine University-Regional/Non-Traditional Campuses,,,,,,
568,Orange Ulster BOCES-Practical Nursing Program,,,,,,
569,College of Business and Technology-Miami Campus,,,,,,
570,Lenape Technical School Practical Nursing Program,,,,,,
571,Eastern Suffolk BOCES,,,,,,
572,Tint School of Makeup and Cosmetology-Dallas,,,,,,
573,Northern Tier Career Center,,,,,,
574,University of Phoenix-Hawaii,,,,,,
575,Hazleton Area Career Center,,,,,,
576,All-State Career School-Pittsburgh,,,,,,
577,Colegio Tecnologico y Comercial de Puerto Rico,,,,,,
578,Lebanon County Area Vocational Technical School,,,,,,
579,Forbes Road Career and Technology Center,,,,,,
580,Merkaz Bnos-Business School,,,,,,
581,Empire Beauty School-Bordentown,,,,,,
582,Cape Coral Technical College,,,,,,
583,Carver Career Center,,,,,,
584,Dutchess BOCES-Practical Nursing Program,,,,,,
585,Southern Careers Institute-San Antonio,,,,,,
586,Clearfield County Career and Technology Center,,,,,,
587,Colegio de Cinematografia Artes y Television,,,,,,
588,The Creative Center,,,,,,
589,Praxis Institute,,,,,,
590,George C Wallace State Community College-Selma,,,,,,
591,The University of Alabama,540.0,590.0,640.0,520.0,580.0,640.0
592,University of Alaska Fairbanks,530.0,585.0,640.0,520.0,575.0,630.0
593,Reid State Technical College,,,,,,
594,Alaska Vocational Technical Center,,,,,,
595,Birmingham-Southern College,520.0,570.0,620.0,520.0,560.0,600.0
596,Alaska Career College,,,,,,
597,Judson College,550.0,568.0,585.0,480.0,530.0,580.0
598,Empire Beauty School-Tucson,,,,,,
599,University of West Alabama,440.0,480.0,520.0,420.0,460.0,500.0
600,Coastal Alabama Community College,,,,,,
601,University of South Alabama,530.0,580.0,630.0,510.0,560.0,610.0
602,Spring Hill College,505.0,550.0,595.0,510.0,550.0,590.0
603,Eastern Arizona College,,,,,,
604,Carrington College-Tucson,,,,,,
605,Arizona Academy of Beauty-East,,,,,,
606,Grand Canyon University,,,,,,
607,Pima Medical Institute-Tucson,,,,,,
608,University of Arkansas,560.0,605.0,650.0,540.0,590.0,640.0
609,College of Alameda,,,,,,
610,Bellus Academy-Chula Vista,,,,,,
611,Southeast Arkansas College,,,,,,
612,Biola University,540.0,590.0,640.0,520.0,570.0,620.0
613,John Brown University,580.0,638.0,695.0,530.0,600.0,670.0
614,Brownson Technical School,,,,,,
615,Searcy Beauty College,,,,,,
616,Arkansas Northeastern College,,,,,,
617,Williams Baptist University,470.0,510.0,550.0,450.0,510.0,570.0
618,University of California-Riverside,560.0,605.0,650.0,550.0,615.0,680.0
619,Columbia College,,,,,,
620,Cerritos College,,,,,,
621,California Hair Design Academy,,,,,,
622,California Institute of the Arts,,,,,,
623,California State University-Dominguez Hills,,,,,,
624,California Western School of Law,,,,,,
625,California State University-East Bay,,,,,,
626,Claremont Graduate University,,,,,,
627,California State University-Sacramento,470.0,520.0,570.0,470.0,515.0,560.0
628,University of California-Davis,580.0,625.0,670.0,580.0,655.0,730.0
629,Glendale Community College,,,,,,
630,Dell'Arte International School of Physical Theatre,,,,,,
631,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,,,,,,
632,Imperial Valley College,,,,,,
633,Graduate Theological Union,,,,,,
634,Institute for Business and Technology,,,,,,
635,Salon Success Academy-Riverside,,,,,,
636,Dominican School of Philosophy & Theology,,,,,,
637,Redondo Beach Beauty College,,,,,,
638,Fredrick and Charles Beauty College,,,,,,
639,Elegance International,,,,,,
640,Emperor's College of Traditional Oriental Medicine,,,,,,
641,Gemological Institute of America-Carlsbad,,,,,,
642,Los Medanos College,,,,,,
643,Marymount California University,,,,,,
644,Lytles Redwood Empire Beauty College Inc,,,,,,
645,La Sierra University,460.0,515.0,570.0,440.0,495.0,550.0
646,North Adrian's College of Beauty Inc,,,,,,
647,Moler Barber College,,,,,,
648,Monterey Peninsula College,,,,,,
649,North-West College-Van Nuys,,,,,,
650,Notre Dame de Namur University,440.0,485.0,530.0,430.0,480.0,530.0
651,Occidental College,640.0,675.0,710.0,630.0,685.0,740.0
652,College of San Mateo,,,,,,
653,Santa Clara University,630.0,665.0,700.0,640.0,690.0,740.0
654,Santa Monica College,,,,,,
655,Concorde Career College-San Diego,,,,,,
656,San Francisco Art Institute,,,,,,
657,College of the Sequoias,,,,,,
658,San Bernardino Valley College,,,,,,
659,Woodbury University,463.0,517.0,570.0,483.0,522.0,560.0
660,Saint Mary's College of California,540.0,585.0,630.0,520.0,570.0,620.0
661,Victor Valley College,,,,,,
662,Concorde Career College-Aurora,,,,,,
663,The Salon Professional Academy-Grand Junction,,,,,,
664,Reading Area Community College,,,,,,
665,Laurel Technical Institute,,,,,,
666,Pittsburgh Technical College,,,,,,
667,Erskine College,460.0,520.0,580.0,470.0,515.0,560.0
668,Florence-Darlington Technical College,,,,,,
669,Johnson & Wales University-Providence,,,,,,
670,Charleston Southern University,520.0,565.0,610.0,500.0,545.0,590.0
671,Limestone College,480.0,525.0,570.0,480.0,520.0,560.0
672,Charzanne Beauty College,,,,,,
673,Medical University of South Carolina,,,,,,
674,Clemson University,610.0,650.0,690.0,610.0,660.0,710.0
675,University of South Carolina-Lancaster,460.0,510.0,560.0,430.0,490.0,550.0
676,University of South Carolina-Upstate,470.0,520.0,570.0,450.0,495.0,540.0
677,Central Carolina Technical College,,,,,,
678,Tri-County Technical College,,,,,,
679,Pentecostal Theological Seminary,,,,,,
680,Presentation College,480.0,518.0,555.0,483.0,511.0,538.0
681,Williamsburg Technical College,,,,,,
682,Columbia State Community College,,,,,,
683,South College,,,,,,
684,Lane College,,,,,,
685,Sisseton Wahpeton College,,,,,,
686,Hussian College-Daymar College Nashville,,,,,,
687,Dakota State University,470.0,540.0,610.0,490.0,550.0,610.0
688,East Tennessee State University,480.0,540.0,600.0,490.0,535.0,580.0
689,American Baptist College,,,,,,
690,Chattanooga College Medical Dental and Technical Careers,,,,,,
691,Genesis Career College-Cookeville,,,,,,
692,Meharry Medical College,,,,,,
693,Austin Peay State University,488.0,546.0,603.0,470.0,523.0,575.0
694,Mount Marty College,410.0,475.0,540.0,400.0,455.0,510.0
695,Freed-Hardeman University,530.0,610.0,690.0,480.0,545.0,610.0
696,Bethel University,400.0,475.0,550.0,420.0,471.0,522.0
697,Hiwassee College,500.0,510.0,520.0,530.0,550.0,570.0
698,Northeast State Community College,,,,,,
699,Amberton University,,,,,,
700,Middle Tennessee State University,520.0,575.0,630.0,500.0,555.0,610.0
701,Angelina College,,,,,,
702,Tennessee College of Applied Technology-Murfreesboro,,,,,,
703,Tennessee College of Applied Technology-Knoxville,,,,,,
704,Lincoln College of Technology-Nashville,,,,,,
705,Abilene Christian University,530.0,575.0,620.0,510.0,560.0,610.0
706,The Art Institute of Houston,,,,,,
707,Austin Community College District,,,,,,
708,Tennessee College of Applied Technology-Ripley,,,,,,
709,The University of Tennessee-Martin,,,,,,
710,Tennessee State University,,,,,,
711,Texas A&M University-Texarkana,500.0,535.0,570.0,490.0,525.0,560.0
712,Texas A & M International University,470.0,515.0,560.0,460.0,500.0,540.0
713,Eastfield College,,,,,,
714,Charles and Sues School of Hair Design,,,,,,
715,El Centro College,,,,,,
716,Clarendon College,,,,,,
717,McLennan Community College,,,,,,
718,Fort Worth Beauty School,,,,,,
719,Southwestern Assemblies of God University,480.0,530.0,580.0,470.0,510.0,550.0
720,Neilson Beauty College,,,,,,
721,Texas Christian University,580.0,620.0,660.0,570.0,627.0,683.0
722,Ocean Corporation,,,,,,
723,Schreiner University,480.0,525.0,570.0,480.0,520.0,560.0
724,Temple College,,,,,,
725,University of Texas Southwestern Medical Center,,,,,,
726,South Plains College,,,,,,
727,The University of Texas Rio Grande Valley,480.0,525.0,570.0,470.0,510.0,550.0
728,Brigham Young University-Provo,600.0,655.0,710.0,590.0,650.0,710.0
729,Marquette University,580.0,620.0,660.0,570.0,615.0,660.0
730,Ben Franklin Career Center,,,,,,
731,VICI Beauty School,,,,,,
732,Shepherd University,490.0,540.0,590.0,480.0,525.0,570.0
733,Carroll University,530.0,575.0,620.0,520.0,565.0,610.0
734,West Liberty University,470.0,545.0,620.0,350.0,515.0,680.0
735,Fox Valley Technical College,,,,,,
736,Nicolet Area Technical College,,,,,,
737,Northland College,,,,,,
738,Wisconsin Lutheran College,503.0,552.0,600.0,513.0,556.0,598.0
739,Somerset Community College,,,,,,
740,Maysville Community and Technical College,,,,,,
741,Midway University,490.0,545.0,600.0,470.0,510.0,550.0
742,Crescent City Bartending School,,,,,,
743,D'Jay's Institute of Cosmetology and Esthiology,,,,,,
744,Trend Setters' Academy of Beauty Culture-Louisville,,,,,,
745,Louisiana State University-Eunice,,,,,,
746,Western Kentucky University,500.0,550.0,600.0,480.0,535.0,590.0
747,Nunez Community College,,,,,,
748,Louisiana Academy of Beauty,,,,,,
749,Empire Beauty School-Chenoweth,,,,,,
750,Opelousas School of Cosmetology,,,,,,
751,Northshore Technical Community College,,,,,,
752,University of Maine at Presque Isle,,,,,,
753,Bates College,,,,,,
754,University of New England,530.0,575.0,620.0,520.0,570.0,620.0
755,Bowdoin College,,,,,,
756,Spa Tech Institute-Westbrook,,,,,,
757,Pat Goins Benton Road Beauty School,,,,,,
758,University of Southern Maine,480.0,535.0,590.0,460.0,510.0,560.0
759,Washington County Community College,,,,,,
760,Frederick Community College,,,,,,
761,Frostburg State University,470.0,515.0,560.0,460.0,505.0,550.0
762,Anne Arundel Community College,,,,,,
763,Goucher College,,,,,,
764,Purdue University Global-Hagerstown,,,,,,
765,Baltimore City Community College,,,,,,
766,Benjamin Franklin Institute of Technology,,,,,,
767,Middlesex Community College,,,,,,
768,Clark University,,,,,,
769,Harvard University,720.0,750.0,780.0,740.0,770.0,800.0
770,Dean College,460.0,510.0,560.0,450.0,500.0,550.0
771,College of the Holy Cross,,,,,,
772,Eastern Nazarene College,470.0,535.0,600.0,450.0,520.0,590.0
773,Emmanuel College,560.0,605.0,650.0,540.0,585.0,630.0
774,Montserrat College of Art,,,,,,
775,Mount Wachusett Community College,,,,,,
776,Baker College,,,,,,
777,Quinsigamond Community College,,,,,,
778,The New England Conservatory of Music,,,,,,
779,Wentworth Institute of Technology,530.0,580.0,630.0,550.0,600.0,650.0
780,Roxbury Community College,,,,,,
781,Western New England University,530.0,575.0,620.0,530.0,580.0,630.0
782,Wheaton College,600.0,640.0,680.0,580.0,625.0,670.0
783,Worcester Polytechnic Institute,,,,,,
784,Empire Beauty School-Michigan,,,,,,
785,University of Massachusetts-Dartmouth,490.0,545.0,600.0,500.0,545.0,590.0
786,Alpena Community College,,,,,,
787,Delta College,,,,,,
788,Great Lakes Christian College,,,,,,
789,Hope College,570.0,620.0,670.0,540.0,600.0,660.0
790,Rochester University,440.0,500.0,560.0,430.0,485.0,540.0
791,Jackson College,,,,,,
792,Kuyper College,450.0,495.0,540.0,400.0,455.0,510.0
793,Glen Oaks Community College,,,,,,
794,Anoka Technical College,,,,,,
795,Gustavus Adolphus College,,,,,,
796,Southwestern Michigan College,,,,,,
797,Spring Arbor University,520.0,570.0,620.0,505.0,558.0,610.0
798,Minneapolis College of Art and Design,540.0,595.0,650.0,490.0,530.0,570.0
799,Aveda Institute-Minneapolis,,,,,,
800,Bemidji State University,,,,,,
801,Herzing University-Minneapolis,,,,,,
802,Washtenaw Community College,,,,,,
803,University of Minnesota-Morris,530.0,595.0,660.0,550.0,620.0,690.0
804,Model College of Hair Design,,,,,,
805,Mayo Clinic College of Medicine and Science,,,,,,
806,Lake Superior College,,,,,,
807,North Central University,515.0,579.0,643.0,518.0,542.0,565.0
808,St Olaf College,600.0,650.0,700.0,590.0,650.0,710.0
809,University of Northwestern-St Paul,523.0,581.0,638.0,530.0,570.0,610.0
810,Northwestern Health Sciences University,,,,,,
811,University of St Thomas,570.0,620.0,670.0,560.0,635.0,710.0
812,Belhaven University,,,,,,
813,Rainy River Community College,,,,,,
814,Pomeroy College of Nursing at Crouse Hospital,,,,,,
815,Brooklyn Law School,,,,,,
816,SUNY Broome Community College,,,,,,
817,Capri Cosmetology Learning Centers,,,,,,
818,Gemological Institute of America-New York,,,,,,
819,St Paul's School of Nursing-Queens,,,,,,
820,CUNY Lehman College,490.0,525.0,560.0,490.0,520.0,550.0
821,CUNY Queens College,520.0,560.0,600.0,540.0,580.0,620.0
822,CUNY York College,450.0,490.0,530.0,440.0,480.0,520.0
823,CVPH Medical Center School of Radiologic Technology,,,,,,
824,Machzikei Hadath Rabbinical College,,,,,,
825,Mildred Elley School-Albany Campus,,,,,,
826,Mirrer Yeshiva Cent Institute,,,,,,
827,Helene Fuld College of Nursing,,,,,,
828,Hilbert College,,,,,,
829,Marymount Manhattan College,530.0,580.0,630.0,500.0,545.0,590.0
830,LIM College,490.0,535.0,580.0,480.0,525.0,570.0
831,St. Peter's Hospital College of Nursing,,,,,,
832,Long Island Beauty School-Hempstead,,,,,,
833,Iona College,500.0,545.0,590.0,490.0,535.0,580.0
834,Nazareth College,,,,,,
835,The New School,590.0,630.0,670.0,560.0,625.0,690.0
836,New York Chiropractic College,,,,,,
837,St. Joseph's College-New York,510.0,555.0,600.0,510.0,550.0,590.0
838,Empire Beauty School-Manhattan,,,,,,
839,Rabbinical Academy Mesivta Rabbi Chaim Berlin,,,,,,
840,St Bonaventure University,520.0,565.0,610.0,520.0,575.0,630.0
841,Empire Beauty School-Peekskill,,,,,,
842,St. Joseph's College of Nursing,,,,,,
843,New York Institute of Technology,520.0,575.0,630.0,530.0,585.0,640.0
844,United States Merchant Marine Academy,580.0,610.0,640.0,610.0,650.0,690.0
845,Yeshivath Zichron Moshe,,,,,,
846,College of the Albemarle,,,,,,
847,SUNY Morrisville,430.0,475.0,520.0,420.0,470.0,520.0
848,Talmudical Seminary Oholei Torah,,,,,,
849,Asheville-Buncombe Technical Community College,,,,,,
850,Webb Institute,680.0,720.0,760.0,720.0,755.0,790.0
851,Barton College,470.0,520.0,570.0,450.0,500.0,550.0
852,Stony Brook University,600.0,640.0,680.0,630.0,685.0,740.0
853,Belmont Abbey College,480.0,540.0,600.0,470.0,525.0,580.0
854,SUNY College at Brockport,510.0,550.0,590.0,510.0,550.0,590.0
855,Bladen Community College,,,,,,
856,Word of Life Bible Institute,,,,,,
857,Yeshiva Karlin Stolin,,,,,,
858,Yeshiva Derech Chaim,,,,,,
859,Mayland Community College,,,,,,
860,Mitchell Community College,,,,,,
861,Heritage Bible College,,,,,,
862,Randolph Community College,,,,,,
863,Nash Community College,,,,,,
864,Roanoke-Chowan Community College,,,,,,
865,Johnston Community College,,,,,,
866,University of North Carolina at Asheville,540.0,590.0,640.0,520.0,565.0,610.0
867,Lenoir Community College,,,,,,
868,Salem College,530.0,585.0,640.0,520.0,570.0,620.0
869,Cleveland Community College,,,,,,
870,North Carolina Central University,450.0,490.0,530.0,450.0,485.0,520.0
871,University of North Carolina School of the Arts,560.0,610.0,660.0,530.0,575.0,620.0
872,Herzing University-Akron,,,,,,
873,Lake Region State College,,,,,,
874,Cankdeska Cikana Community College,,,,,,
875,Buckeye Hills Career Center,,,,,,
876,Capital University,500.0,560.0,620.0,500.0,545.0,590.0
877,Central Ohio Technical College,,,,,,
878,Wake Forest University,,,,,,
879,Bismarck State College,,,,,,
880,Cincinnati Christian University,430.0,475.0,520.0,450.0,495.0,540.0
881,Malone University,480.0,540.0,600.0,460.0,525.0,590.0
882,University of Cincinnati-Main Campus,580.0,625.0,670.0,580.0,640.0,700.0
883,Scott College of Cosmetology,,,,,,
884,Good Samaritan College of Nursing and Health Science,,,,,,
885,Hannah E Mullins School of Practical Nursing,,,,,,
886,Casal Aveda Institute,,,,,,
887,Columbiana County Career and Technical Center,,,,,,
888,Heidelberg University,500.0,545.0,590.0,490.0,535.0,580.0
889,Hiram College,460.0,530.0,600.0,470.0,530.0,590.0
890,Columbus State Community College,,,,,,
891,Central Oklahoma College,,,,,,
892,Blue Mountain Community College,,,,,,
893,Central Oregon Community College,,,,,,
894,Oklahoma Wesleyan University,244.0,382.0,520.0,446.0,483.0,519.0
895,Southern Nazarene University,,,,,,
896,Oklahoma State University Center for Health Sciences,,,,,,
897,Sumner College,,,,,,
898,Alvernia University,480.0,525.0,570.0,470.0,515.0,560.0
899,North-West College-Glendale,,,,,,
900,Pomona Unified School District Adult and Career Education,,,,,,
901,Suffolk County Community College,,,,,,
902,Toni & Guy Hairdressing Academy-Plano,,,,,,
903,Branford Hall Career Institute-Springfield Campus,,,,,,
904,Shawnee Beauty College,,,,,,
905,Fortis College-Baton Rouge,,,,,,
906,Blue Cliff College-Shreveport,,,,,,
907,Fortis College-Orange Park,,,,,,
908,Milan Institute-Amarillo,,,,,,
909,Eastern West Virginia Community and Technical College,,,,,,
910,Erie 1 BOCES,,,,,,
911,HDS Truck Driving Institute,,,,,,
912,American Career College-Anaheim,,,,,,
913,Blue Cliff College-Gulfport,,,,,,
914,Oregon State University-Cascades Campus,505.0,573.0,640.0,520.0,568.0,615.0
915,Northwest College-Hillsboro,,,,,,
916,Institute for Therapeutic Massage,,,,,,
917,Metropolitan Learning Institute,,,,,,
918,Irell & Manella Graduate School of Biological Sciences at City of Hope,,,,,,
919,Leon Studio One School of Beauty Knowledge,,,,,,
920,Harris School of Business-Wilmington Campus,,,,,,
921,Brown Aveda Institute-Mentor,,,,,,
922,Susquehanna County Career and Technology Center,,,,,,
923,Eastern Virginia Career College,,,,,,
924,Antioch University-PhD Program in Leadership and Change,,,,,,
925,Interactive College of Technology-Gainesville,,,,,,
926,Franklin W Olin College of Engineering,710.0,735.0,760.0,750.0,770.0,790.0
927,Compass Career College,,,,,,
928,Ecumenical Theological Seminary,,,,,,
929,Palladium Technical Academy Inc,,,,,,
930,Mountain State School of Massage,,,,,,
931,American Career College-Ontario,,,,,,
932,American Institute of Massage Therapy,,,,,,
